//
///////////////////////////////////////////EXTRASUNNY_LA 
//
// Midnight 
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	10 0 0 			216 202 182 			255 255 255 			68 117 210 			36 117 198 			250 231 218 			236 226 218 			1.4		0.8		-0.1			218 5 173			800.0		10.0		0.1			54 34 25			152 158 170			84 159 159 240			124 74 74 56			127 154 117 52			25	180	0	1.00		
// 2PM 
	10 1 1 			222 211 182 			255 255 255 			68 117 210 			36 117 197 			245 207 182 			217 197 182 			1.9		0.8		-0.1			200 11 157			800.0		10.0		0.1			65 35 27			160 152 158			78 149 149 240			121 82 82 64			127 143 106 45			25	180	0	1.00		
// 3PM 
	9 2 2 			229 220 182 			255 255 255 			68 116 210 			36 116 196 			240 183 145 			197 169 145 			2.3		0.8		-0.1			182 17 140			800.0		10.0		0.3			76 36 30			168 146 145			72 138 138 240			118 90 90 73			127 131 95 38			25	180	0	1.00		
// 4PM 
	9 2 2 			235 228 182 			255 255 255 			68 117 210 			36 117 196 			236 159 109 			179 140 109 			2.5		0.8		-0.1			164 22 124			800.0		10.0		0.5			87 37 32			176 140 133			67 128 128 240			115 99 99 81			127 120 83 31			25	180	0	1.00		
// 5PM 
	8 3 3 			242 237 182 			255 255 255 			68 117 210 			36 117 195 			231 135 72 			160 112 72 			3.0		0.8		-0.1			146 28 107			800.0		10.0		0.6			98 38 35			184 134 120			61 117 117 240			112 107 107 90			127 108 72 24			25	180	0	1.00		
// 6PM 
	8 4 4 			248 246 182 			255 255 255 			68 117 210 			36 117 194 			226 111 36 			141 83 36 			3.5		0.8		-0.1			128 34 91			800.0		10.0		0.7			109 39 37			192 128 108			55 107 107 240			109 115 115 98			127 97 61 17			25	180	0	1.00		
// 7PM 
	8 5 5 			255 255 182 			255 255 255 			68 117 210 			36 117 194 			222 88 0 			122 55 0 			3.9		0.8		-0.1			110 40 75			800.0		10.0		0.8			120 40 40			200 123 96			50 97 97 240			106 124 124 107			127 86 50 10			25	180	0	1.00		
// 8PM 
	25 14 14 			210 194 182 			255 255 255 			181 150 84 			167 108 65 			255 128 0 			255 128 0 			1.9		0.8		0.3			100 60 0			800.0		10.0		0.8			120 40 40			72 107 159			67 67 67 240			127 81 85 40			127 66 27 0			25	140	0	1.00		
// 9PM 
	23 17 17 			210 194 182 			255 255 255 			159 125 84 			113 79 58 			255 128 0 			130 68 0 			1.4		0.8		0.3			130 80 0			700.0		10.0		0.8			95 33 25			43 59 96			67 67 64 240			127 145 114 62			127 71 39 0			25	115	0	1.00		
// 10PM 
	21 20 20 			210 194 182 			255 255 255 			137 100 84 			60 50 52 			255 128 0 			5 8 0 			0.8		0.8		0.3			160 100 0			600.0		10.0		0.8			70 27 10			15 11 34			67 67 62 240			127 209 143 84			127 76 51 0			25	90	0	1.00		
// 11PM 
	21 21 21 			215 203 156 			255 255 255 			68 61 54 			30 40 42 			255 128 0 			5 4 0 			0.8		0.8		0.3			180 100 0			500.0		55.0		0.8			50 23 5			9 7 18			76 76 63 240			127 148 115 85			127 68 86 61			12	90	0	1.00		
//
///////////////////////////////////////////SUNNY_LA 
//
// Midnight 
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	0 20 20 			210 194 182 			255 255 255 			5 12 15 			12 14 13 			255 128 0 			5 0 0 			0.8		0.3		0.3			200 100 0			800.0		100.0		0.8			0 0 0			3 3 3			85 85 65 240			127 110 126 210			212 0 81 104			55	220	0	1.00		
// 1AM 
	1 20 20 			210 194 182 			255 255 255 			4 9 13 			13 19 17 			255 128 0 			55 25 0 			0.8		0.3		0.5			190 100 0			800.0		100.0		0.8			0 0 0			5 5 6			73 78 62 240			127 108 127 213			202 0 81 102			62	220	0	1.00		
// 2AM 
	2 20 20 			210 194 182 			255 255 255 			3 7 11 			14 24 22 			255 128 0 			105 51 0 			0.6		0.3		0.6			180 100 0			800.0		100.0		0.8			0 0 0			7 7 9			61 71 59 240			127 106 128 216			192 1 82 100			69	220	0	1.00		
// 3AM 
	3 20 20 			210 194 182 			255 255 255 			2 4 10 			16 29 27 			255 128 0 			155 76 0 			0.3		0.3		0.6			170 100 0			800.0		100.0		0.8			0 0 0			9 10 12			49 64 57 240			127 105 129 220			182 2 83 98			76	220	0	1.00		
// 4AM 
	4 20 20 			210 194 182 			255 255 255 			0 2 8 			17 34 32 			255 128 0 			205 102 0 			0.1		0.3		0.7			160 100 0			800.0		100.0		0.8			0 0 0			11 12 15			37 57 54 240			127 103 130 223			172 3 84 96			83	220	0	1.00		
// 5AM 
	6 20 20 			210 194 182 			255 255 255 			0 0 7 			19 39 37 			255 128 0 			255 128 0 			-0.1		0.3		0.8			150 100 0			800.0		100.0		0.8			0 0 0			14 15 18			25 51 52 240			127 102 132 227			162 4 85 95			90	220	0	1.00		
// 6AM 
	22 17 8 			210 194 182 			255 255 255 			62 151 193 			177 127 76 			255 128 0 			255 128 0 			1.1		0.5		0.1			140 93 0			800.0		100.0		0.8			100 34 25			120 92 88			90 170 170 240			127 86 86 86			127 149 94 0			177	220	0	1.00		
// 7AM 
	12 4 0 			210 194 182 			255 255 255 			54 169 211 			49 158 206 			255 128 0 			255 128 0 			2.0		0.8		-0.1			211 0 149			800.0		100.0		0.5			120 40 40			159 142 106			145 170 170 240			127 58 110 115			121 123 70 14			177	220	0	1.00		
// 8AM 
	12 5 0 			210 194 182 			255 255 255 			49 156 207 			48 151 199 			241 137 0 			237 122 2 			1.9		0.8		-0.1			216 0 157			800.0		100.0		0.3			104 38 36			153 139 109			134 170 170 240			125 60 112 116			122 130 73 15			159	220	0	1.00		
// 9AM 
	12 6 0 			210 194 182 			255 255 255 			42 140 200 			48 148 199 			228 146 0 			220 116 5 			1.9		0.8		-0.1			221 0 165			800.0		100.0		0.3			89 37 33			147 136 112			123 170 170 240			124 62 114 117			123 137 77 16			141	220	0	1.00		
// 10AM 
	12 7 0 			210 194 182 			255 255 255 			39 133 200 			46 145 198 			215 156 0 			202 110 8 			1.9		0.8		-0.1			226 0 173			800.0		100.0		0.1			74 36 29			141 133 116			112 170 170 240			122 65 116 118			124 145 80 18			123	220	0	1.00		
// 11AM 
	12 8 0 			210 194 182 			255 255 255 			37 127 206 			42 137 192 			202 165 0 			185 104 11 			1.8		0.8		-0.1			231 0 181			800.0		100.0		0.1			59 35 26			135 130 119			101 170 170 240			121 67 118 119			125 152 84 19			105	220	0	1.00		
// Midday 
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	12 10 0 			210 194 182 			255 255 255 			27 99 181 			46 135 190 			189 175 0 			168 98 14 			1.6		0.8		-0.1			236 0 190			800.0		100.0		-0.1			44 34 23			129 128 123			90 170 170 240			120 70 121 120			127 160 88 21			88	220	0	1.00		
// 1PM 
	12 10 0 			210 194 182 			255 255 255 			31 106 182 			46 131 185 			190 168 0 			180 102 12 			2.5		0.8		-0.1			218 5 173			800.0		100.0		0.1			54 34 25			132 131 127			84 159 159 240			118 72 121 119			127 153 84 19			88	220	0	1.00		
// 2PM 
	13 10 0 			210 194 182 			255 255 255 			37 112 185 			49 131 183 			191 161 0 			192 106 10 			3.4		0.8		-0.1			200 11 157			800.0		100.0		0.1			65 35 27			136 135 132			78 149 149 240			116 75 121 118			127 146 80 17			88	220	0	1.00		
// 3PM 
	13 10 0 			210 194 182 			255 255 255 			44 119 187 			50 126 173 			192 154 0 			205 110 8 			4.2		0.8		-0.1			182 17 140			800.0		100.0		0.3			76 36 30			140 139 136			72 138 138 240			114 78 121 117			127 140 76 16			88	220	0	1.00		
// 4PM 
	14 10 0 			210 194 182 			255 255 255 			47 117 179 			52 126 170 			194 148 0 			217 115 6 			5.0		0.8		-0.1			164 22 124			800.0		100.0		0.5			87 37 32			143 143 141			67 128 128 240			112 81 122 116			127 133 72 14			88	220	0	1.00		
// 5PM 
	14 10 0 			210 194 182 			255 255 255 			52 122 181 			55 133 174 			195 141 0 			230 119 4 			5.8		0.8		-0.1			146 28 107			800.0		100.0		0.6			98 38 35			147 147 145			61 117 117 240			110 84 122 115			127 127 68 13			88	220	0	1.00		
// 6PM 
	15 10 0 			210 194 182 			255 255 255 			56 125 175 			56 124 163 			196 134 0 			242 123 2 			6.7		0.8		-0.1			128 34 91			800.0		100.0		0.7			109 39 37			151 151 150			55 107 107 240			108 87 122 114			127 120 64 11			88	220	0	1.00		
// 7PM 
	16 10 0 			210 194 182 			255 255 255 			63 130 175 			59 127 162 			198 128 0 			255 128 0 			7.5		0.8		-0.1			110 40 75			800.0		100.0		0.8			120 40 40			155 155 155			50 97 97 240			106 90 123 113			127 114 61 10			88	220	0	1.00		
// 8PM 
	12 10 4 			210 194 182 			255 255 255 			150 124 70 			134 91 51 			255 128 0 			255 128 0 			1.9		0.8		0.1			100 60 0			800.0		43.0		0.8			0 0 0			163 83 63			67 67 67 240			127 129 93 71			127 66 27 0			177	220	0	1.00		
// 9PM 
	17 15 7 			210 194 182 			255 255 255 			139 115 69 			138 94 54 			255 128 0 			130 68 0 			1.4		0.7		0.3			130 80 0			800.0		42.0		0.8			35 13 5			109 69 59			67 67 64 240			127 129 46 35			127 66 66 0			144	140	0	1.00		
// 10PM 
	22 20 10 			210 194 182 			255 255 255 			156 130 80 			142 99 56 			255 128 0 			5 8 0 			0.8		0.3		0.3			160 100 0			800.0		41.0		0.8			70 27 10			55 55 55			67 67 62 240			127 129 0 0			127 66 106 0			111	60	0	1.00		
// 11PM 
	11 20 15 			210 194 182 			255 255 255 			75 66 44 			75 55 33 			255 128 0 			5 4 0 			0.8		0.3		0.3			180 100 0			800.0		70.0		0.8			35 13 5			29 29 29			76 76 63 240			127 119 63 105			169 33 93 52			83	140	0	1.00		
//
///////////////////////////////////////////EXTRASUNNY_SMOG_LA 
//
// Midnight 
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	33 33 33 			249 244 235 			255 255 255 			19 14 19 			6 6 17 			255 128 0 			5 0 0 			0.8		0.3		0.8			200 102 0			800.0		100.0		0.8			30 20 0			3 3 3			85 85 65 240			127 50 61 114			127 14 46 55			25	80	0	1.00		
// 1AM 
	30 33 33 			241 234 224 			255 255 255 			18 14 19 			7 7 17 			255 128 0 			55 25 0 			0.8		0.3		0.8			190 101 0			800.0		90.0		0.8			31 17 2			7 8 9			78 88 72 240			127 58 66 114			127 18 44 50			25	80	0	1.00		
// 2AM 
	28 33 33 			233 224 213 			255 255 255 			17 14 20 			9 9 18 			255 128 0 			105 51 0 			0.6		0.3		0.8			180 101 0			800.0		80.0		0.8			32 15 4			12 13 16			72 92 80 240			127 67 72 114			127 22 43 45			25	80	0	1.00		
// 3AM 
	26 33 33 			225 214 203 			255 255 255 			17 15 20 			11 11 18 			255 128 0 			155 76 0 			0.3		0.3		0.8			170 100 0			800.0		70.0		0.8			33 13 6			17 19 22			65 96 88 240			127 75 78 114			127 26 42 40			25	80	0	1.00		
// 4AM 
	24 33 33 			217 204 192 			255 255 255 			16 15 21 			13 13 19 			255 128 0 			205 102 0 			0.1		0.3		0.8			160 100 0			800.0		60.0		0.8			34 11 8			22 24 29			59 100 96 240			127 84 84 114			127 30 41 35			25	80	0	1.00		
// 5AM 
	22 33 33 			210 194 182 			255 255 255 			16 16 22 			15 15 20 			255 128 0 			255 128 0 			-0.1		0.3		0.8			150 100 0			800.0		50.0		0.8			35 9 10			27 30 36			53 104 104 240			127 93 90 114			127 34 40 30			25	80	0	1.00		
// 6AM 
	20 16 16 			210 194 182 			255 255 255 			69 158 199 			167 117 71 			255 128 0 			255 128 0 			8.3		0.1		0.3			140 93 0			800.0		50.0		0.8			100 34 25			120 92 88			90 170 170 240			127 86 86 86			127 149 94 0			25	120	0	1.00		
// 7AM 
	11 7 1 			210 194 182 			255 255 255 			67 150 189 			96 125 139 			255 128 0 			255 128 0 			1.1		0.1		0.8			100 50 75			800.0		10.0		0.5			120 40 40			159 142 106			145 170 170 240			127 106 107 84			127 96 61 15			25	120	0	1.00		
// 8AM 
	11 7 1 			210 194 182 			255 255 255 			67 144 196 			103 129 149 			255 128 0 			255 128 0 			1.1		0.1		0.7			127 40 98			800.0		10.0		0.3			104 38 36			156 146 121			134 170 170 240			127 101 101 75			127 101 67 20			25	106	0	1.00		
// 9AM 
	12 7 1 			210 194 182 			255 255 255 			66 134 194 			107 132 153 			255 128 0 			255 128 0 			1.1		0.1		0.6			154 30 121			800.0		10.0		0.3			89 37 33			153 150 136			123 170 170 240			127 96 96 67			127 107 74 25			25	92	0	1.00		
// 10AM 
	12 7 1 			210 194 182 			255 255 255 			68 124 193 			107 127 150 			255 128 0 			255 128 0 			1.1		0.1		0.5			181 20 144			800.0		10.0		0.1			74 36 29			150 155 152			112 170 170 240			127 91 90 59			127 113 80 30			25	78	0	1.00		
// 11AM 
	13 7 1 			210 194 182 			255 255 255 			65 114 193 			105 124 150 			255 128 0 			255 128 0 			0.8		0.1		0.3			208 9 167			800.0		10.0		0.1			59 35 26			147 159 167			101 170 170 240			127 86 85 51			127 119 87 35			25	63	0	1.00		
// Midday 
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	14 7 2 			210 194 182 			255 255 255 			66 111 195 			106 120 149 			255 128 0 			255 128 0 			0.8		0.1		0.3			236 0 190			800.0		10.0		-0.1			44 34 23			145 164 183			90 170 170 240			127 82 80 43			127 125 94 40			25	50	0	1.00		
// 1PM 
	13 7 2 			210 194 182 			255 255 255 			71 110 195 			110 132 163 			246 128 0 			255 128 0 			1.9		0.1		0.3			218 5 177			800.0		10.0		0.1			54 34 25			152 158 170			84 159 159 240			124 88 81 46			127 119 87 35			25	64	0	1.00		
// 2PM 
	12 7 2 			210 194 182 			255 255 255 			80 124 198 			105 130 162 			238 128 0 			255 128 0 			2.9		0.1		0.5			200 11 165			800.0		10.0		0.1			65 35 27			160 152 158			78 149 149 240			121 94 83 49			127 113 81 31			25	78	0	1.00		
// 3PM 
	12 8 3 			210 194 182 			255 255 255 			87 130 200 			103 135 168 			230 128 0 			254 128 0 			3.8		0.1		0.6			182 17 152			800.0		10.0		0.3			76 36 30			168 146 145			72 138 138 240			118 100 85 53			127 108 75 27			25	92	0	1.00		
// 4PM 
	11 8 3 			210 194 182 			255 255 255 			86 126 189 			100 135 171 			222 128 0 			255 128 0 			4.7		0.3		0.7			164 22 140			800.0		10.0		0.5			87 37 32			176 140 133			67 128 128 240			115 106 87 56			127 102 68 22			25	107	0	1.00		
// 5PM 
	11 9 4 			210 194 182 			255 255 255 			88 126 179 			97 138 174 			214 128 0 			255 128 0 			5.5		0.3		0.8			146 28 127			800.0		10.0		0.6			98 38 35			184 134 120			61 117 117 240			112 112 89 60			127 97 62 18			25	121	0	1.00		
// 6PM 
	10 9 4 			210 194 182 			255 255 255 			86 121 162 			88 134 171 			206 128 0 			255 128 0 			6.5		0.3		0.8			128 34 115			800.0		10.0		0.7			109 39 37			192 128 108			55 107 107 240			109 118 91 63			127 91 56 14			25	135	0	1.00		
// 7PM 
	10 10 5 			210 194 182 			255 255 255 			88 120 149 			85 134 169 			198 128 0 			255 128 0 			7.5		0.3		0.8			110 40 103			800.0		10.0		0.8			120 40 40			200 123 96			50 97 97 240			106 124 93 67			127 86 50 10			25	150	0	1.00		
// 8PM 
	10 5 5 			210 194 182 			255 255 255 			163 135 76 			150 103 58 			255 128 0 			255 128 0 			1.9		0.3		0.8			100 60 0			800.0		10.0		0.8			120 40 40			72 107 159			67 67 67 240			127 121 102 80			127 44 24 0			25	150	0	1.00		
// 9PM 
	16 8 10 			232 208 202 			255 255 255 			174 132 76 			153 106 59 			255 128 0 			130 68 0 			1.4		0.3		0.7			130 80 0			800.0		10.0		0.8			95 33 25			43 59 96			67 67 64 240			127 122 113 102			127 44 24 0			25	115	0	1.00		
// 10PM 
	22 12 15 			255 222 222 			255 255 255 			185 130 74 			155 108 60 			255 128 0 			5 8 0 			0.8		0.3		0.3			160 100 0			800.0		10.0		0.8			70 27 10			15 11 34			67 67 62 240			127 124 124 124			127 44 24 0			25	80	0	1.00		
// 11PM 
	27 22 24 			252 233 228 			255 255 255 			107 77 49 			72 50 33 			255 128 0 			5 4 0 			0.8		0.3		0.6			180 101 0			800.0		55.0		0.8			50 23 5			9 7 18			76 76 63 240			127 87 92 119			127 29 35 27			25	80	0	1.00		
//
///////////////////////////////////////////SUNNY_SMOG_LA 
//
// Midnight 
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	33 33 33 			210 188 166 			255 255 255 			22 5 12 			13 13 31 			255 128 0 			5 0 0 			0.8		0.3		0.6			200 100 0			800.0		155.0		0.8			30 20 0			3 3 3			85 85 65 240			127 57 87 87			127 21 27 88			122	90	0	1.00		
// 1AM 
	33 33 33 			210 189 169 			255 255 255 			20 7 12 			13 13 28 			255 128 0 			55 25 0 			0.8		0.3		0.7			190 100 0			800.0		155.0		0.8			31 17 2			7 8 9			78 88 72 240			127 55 85 92			127 23 29 76			122	90	0	1.00		
// 2AM 
	33 33 33 			210 190 172 			255 255 255 			19 9 13 			13 13 26 			255 128 0 			105 51 0 			0.6		0.3		0.8			180 100 0			800.0		155.0		0.8			32 15 4			12 13 16			72 92 80 240			127 54 83 97			127 26 32 64			122	90	0	1.00		
// 3AM 
	33 33 33 			210 191 175 			255 255 255 			17 11 14 			13 13 24 			255 128 0 			155 76 0 			0.3		0.3		0.8			170 100 0			800.0		155.0		0.8			33 13 6			17 19 22			65 96 88 240			127 52 81 103			127 28 34 53			122	90	0	1.00		
// 4AM 
	33 33 33 			210 192 178 			255 255 255 			16 13 15 			13 13 22 			255 128 0 			205 102 0 			0.1		0.3		0.8			160 100 0			800.0		155.0		0.8			34 11 8			22 24 29			59 100 96 240			127 51 79 108			127 31 37 41			122	90	0	1.00		
// 5AM 
	33 33 33 			210 194 182 			255 255 255 			15 15 16 			14 14 20 			255 128 0 			255 128 0 			-0.1		0.3		0.8			150 100 0			800.0		155.0		0.8			35 9 10			27 30 36			53 104 104 240			127 50 78 114			127 34 40 30			122	90	0	1.00		
// 6AM 
	33 33 33 			210 194 182 			255 255 255 			65 151 194 			169 118 71 			255 128 0 			255 128 0 			8.3		0.3		0.8			140 93 0			800.0		100.0		0.8			100 34 25			120 92 88			90 170 170 240			127 86 86 86			127 149 94 0			122	120	0	1.00		
// 7AM 
	20 11 5 			210 194 182 			255 255 255 			66 155 194 			154 135 129 			255 128 0 			255 128 0 			1.1		0.1		0.1			236 50 75			800.0		100.0		0.5			120 40 40			159 142 106			145 170 170 240			127 106 106 106			127 96 61 15			122	180	0	1.00		
// 8AM 
	19 10 4 			210 194 182 			255 255 255 			67 144 192 			149 143 138 			255 128 0 			255 128 0 			1.4		0.3		0.1			236 40 98			800.0		96.0		0.3			104 38 36			156 146 121			134 170 170 240			127 110 109 106			127 96 63 14			122	180	0	1.00		
// 9AM 
	18 9 3 			210 194 182 			255 255 255 			65 134 193 			148 147 147 			255 128 0 			255 128 0 			1.6		0.5		0.1			236 30 121			800.0		92.0		0.3			89 37 33			153 150 136			123 170 170 240			127 114 112 107			127 97 66 13			122	180	0	1.00		
// 10AM 
	17 8 2 			210 194 182 			255 255 255 			65 127 195 			131 145 144 			255 128 0 			255 128 0 			1.9		0.7		0.1			236 20 144			800.0		88.0		0.1			74 36 29			150 155 152			112 170 170 240			127 118 116 108			127 97 68 12			122	180	0	1.00		
// 11AM 
	16 7 0 			210 194 182 			255 255 255 			57 115 194 			133 151 151 			255 128 0 			255 128 0 			2.0		0.8		0.1			236 9 167			800.0		84.0		0.1			59 35 26			147 159 167			101 170 170 240			127 122 119 109			127 98 71 11			122	180	0	1.00		
// Midday 
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	15 7 0 			210 194 182 			255 255 255 			61 106 194 			125 154 154 			255 128 0 			255 128 0 			2.5		0.8		0.1			236 0 190			800.0		80.0		-0.1			44 34 23			145 164 183			90 170 170 240			127 127 123 110			127 99 74 10			122	180	0	1.00		
// 1PM 
	15 7 0 			210 194 182 			255 255 255 			70 114 193 			109 141 147 			255 117 0 			255 146 36 			2.8		0.8		0.1			234 5 173			800.0		70.0		0.1			54 34 25			152 158 170			84 159 159 240			124 126 123 109			127 97 70 10			122	180	0	1.00		
// 2PM 
	15 8 0 			210 194 182 			255 255 255 			74 119 190 			109 145 153 			255 107 0 			255 164 72 			3.0		0.8		0.1			232 11 157			800.0		60.0		0.1			65 35 27			160 152 158			78 149 149 240			121 126 123 109			127 95 67 10			122	180	0	1.00		
// 3PM 
	15 8 0 			210 194 182 			255 255 255 			85 130 195 			103 139 151 			254 96 0 			254 182 109 			3.3		0.7		0.1			230 17 140			800.0		50.0		0.3			76 36 30			168 146 145			72 138 138 240			118 125 123 108			127 93 63 10			122	180	0	1.00		
// 4PM 
	15 9 0 			210 194 182 			255 255 255 			89 129 180 			91 132 150 			255 86 0 			255 200 145 			3.5		0.6		0.3			228 22 124			800.0		40.0		0.5			87 37 32			176 140 133			67 128 128 240			115 125 123 108			127 91 60 10			122	180	0	1.00		
// 5PM 
	15 9 0 			210 194 182 			255 255 255 			93 130 168 			88 128 151 			255 75 0 			255 218 182 			3.8		0.5		0.3			226 28 107			800.0		30.0		0.6			98 38 35			184 134 120			61 117 117 240			112 124 123 107			127 89 56 10			122	180	0	1.00		
// 6PM 
	15 10 0 			210 194 182 			255 255 255 			99 134 160 			82 122 149 			255 65 0 			255 236 218 			4.0		0.3		0.3			224 34 91			800.0		20.0		0.7			109 39 37			192 128 108			55 107 107 240			109 124 123 107			127 87 53 10			122	180	0	1.00		
// 7PM 
